Date,Region,Product,Category,Quantity,Unit_Price,Discount,Revenue,Profit,Customer_Type
2023-11-22,Central,Product_41,Home Decor,1,478.04,0.05,454.14,41.57,Returning
2023-11-22,North,Product_38,Beauty,1,464.51,0.0,464.51,57.07,New
2023-11-22,North,Product_32,Clothing,2,457.23,0.05,868.73,114.87,Returning
2023-11-22,East,Product_36,Electronics,2,252.24,0.0,504.49,78.47,New
2023-11-22,East,Product_35,Beauty,2,371.19,0.0,742.38,127.65,New
2023-11-22,North,Product_8,Electronics,2,216.27,0.0,432.55,34.8,Returning
2023-11-22,Central,Product_10,Electronics,3,341.88,0.0,1025.64,140.75,Returning
2023-11-22,Central,Product_46,Electronics,3,291.41,0.0,874.22,60.62,New
2023-11-22,North,Product_39,Clothing,1,410.2,0.0,410.2,79.92,Returning
2023-11-22,East,Product_38,Groceries,1,349.46,0.0,349.46,29.04,New
2023-11-22,North,Product_42,Groceries,3,452.18,0.0,1356.55,99.56,New
2023-11-22,Central,Product_21,Groceries,4,271.73,0.0,1086.94,184.68,Returning
2023-11-22,Central,Product_28,Clothing,2,7.65,0.1,13.76,2.4,New
2023-11-22,South,Product_9,Groceries,4,25.56,0.0,102.22,24.49,Returning
2023-11-22,South,Product_41,Clothing,2,323.29,0.0,646.59,48.57,New
2023-11-22,West,Product_15,Clothing,3,291.22,0.0,873.67,76.13,New
2023-11-22,North,Product_31,Electronics,3,385.1,0.0,1155.29,251.55,New
2023-11-22,North,Product_6,Home Decor,3,139.78,0.0,419.35,73.52,Returning
2023-11-22,Central,Product_30,Electronics,1,183.28,0.0,183.28,38.73,New
2023-11-22,West,Product_49,Electronics,4,361.56,0.1,1301.62,92.68,Returning
2023-11-22,Central,Product_33,Groceries,4,368.1,0.0,1472.38,112.06,Returning
2023-11-22,East,Product_24,Clothing,4,327.03,0.0,1308.12,261.25,New
2023-11-22,Central,Product_23,Electronics,1,110.85,0.0,110.85,26.93,Returning
2023-11-22,Central,Product_17,Electronics,4,118.95,0.1,428.23,49.37,Returning
2023-11-22,West,Product_22,Home Decor,4,345.41,0.0,1381.62,132.56,Returning
2023-11-22,Central,Product_35,Home Decor,4,440.38,0.0,1761.54,299.78,Returning
2023-11-22,East,Product_40,Groceries,1,257.49,0.05,244.62,49.17,Returning
2023-11-22,East,Product_10,Beauty,2,15.73,0.0,31.47,3.36,Returning
2023-11-22,South,Product_26,Clothing,3,413.22,0.0,1239.65,184.4,Returning
2023-11-22,Central,Product_43,Beauty,4,400.33,0.05,1521.25,295.59,Returning
2023-11-22,North,Product_43,Groceries,1,431.29,0.05,409.73,76.61,Returning
2023-11-22,South,Product_44,Home Decor,2,9.41,0.0,18.82,2.67,Returning
2023-11-22,North,Product_23,Clothing,2,486.97,0.0,973.94,213.44,Returning
2023-11-22,East,Product_6,Clothing,1,297.64,0.0,297.64,53.72,New
2023-11-22,North,Product_24,Home Decor,1,249.83,0.0,249.83,17.79,Returning
2023-11-22,Central,Product_35,Beauty,4,268.36,0.1,966.1,123.45,Returning
2023-11-22,Central,Product_10,Groceries,2,271.14,0.0,542.27,57.73,Returning
2023-11-22,North,Product_21,Home Decor,3,431.62,0.1,1165.38,267.93,Returning
2023-11-22,West,Product_2,Clothing,3,420.69,0.0,1262.07,95.51,Returning
2023-11-22,South,Product_19,Groceries,2,370.5,0.0,741.0,146.59,New
2023-11-22,Central,Product_49,Clothing,1,483.95,0.1,435.56,45.0,New
2023-11-22,North,Product_42,Electronics,1,95.99,0.0,95.99,14.71,Returning
2023-11-22,Central,Product_35,Clothing,3,133.73,0.1,361.08,45.28,Returning
2023-11-22,Central,Product_20,Electronics,3,310.65,0.0,931.94,220.2,Returning
2023-11-23,Central,Product_34,Groceries,4,335.22,0.05,1273.82,72.58,Returning
2023-11-23,North,Product_19,Electronics,2,159.12,0.0,318.24,75.38,Returning
2023-11-23,South,Product_40,Beauty,1,254.22,0.05,241.51,42.4,New
2023-11-23,West,Product_40,Electronics,1,417.98,0.0,417.98,57.3,Returning
2023-11-23,West,Product_13,Electronics,3,130.88,0.0,392.65,53.67,Returning
2023-11-23,North,Product_46,Electronics,3,301.19,0.0,903.56,145.22,New
2023-11-23,East,Product_29,Groceries,4,165.57,0.0,662.29,76.06,Returning
2023-11-23,South,Product_42,Electronics,1,455.83,0.0,455.83,60.89,Returning
2023-11-23,Central,Product_10,Home Decor,2,33.98,0.0,67.96,5.49,New
2023-11-23,South,Product_9,Beauty,3,458.6,0.0,1375.8,128.54,New
2023-11-23,Central,Product_27,Groceries,4,268.35,0.15,912.39,84.06,New
2023-11-23,North,Product_10,Electronics,2,253.55,0.0,507.1,42.67,New
2023-11-23,West,Product_29,Groceries,1,190.56,0.05,181.03,25.26,Returning
2023-11-23,South,Product_25,Beauty,3,285.91,0.0,857.73,127.6,Returning
2023-11-23,Central,Product_15,Electronics,1,278.47,0.15,236.7,47.38,Returning
2023-11-23,Central,Product_47,Beauty,3,286.85,0.0,860.54,76.67,Returning
2023-11-23,East,Product_48,Home Decor,3,251.62,0.0,754.85,129.44,Returning
2023-11-23,North,Product_14,Electronics,1,169.43,0.0,169.43,26.7,Returning
2023-11-23,East,Product_47,Clothing,2,108.26,0.0,216.53,33.49,Returning
2023-11-23,South,Product_46,Clothing,3,213.74,0.0,641.21,137.71,Returning
2023-11-23,North,Product_2,Beauty,2,79.79,0.1,143.63,19.03,New
2023-11-23,North,Product_6,Beauty,1,278.98,0.0,278.98,43.09,Returning
2023-11-23,North,Product_48,Beauty,4,17.07,0.15,58.04,8.11,Returning
2023-11-23,East,Product_11,Clothing,2,223.15,0.0,446.3,59.97,Returning
2023-11-23,Central,Product_35,Groceries,4,276.5,0.0,1106.0,95.92,Returning
2023-11-23,South,Product_15,Home Decor,1,70.57,0.0,70.57,14.15,Returning
2023-11-23,South,Product_25,Beauty,4,41.1,0.1,147.96,17.94,Returning
2023-11-23,West,Product_18,Home Decor,3,49.47,0.0,148.42,21.86,New
2023-11-23,South,Product_3,Clothing,2,206.05,0.0,412.09,83.84,Returning
2023-11-23,Central,Product_42,Home Decor,4,96.9,0.0,387.61,35.49,New
2023-11-23,South,Product_34,Home Decor,1,403.81,0.05,383.62,64.48,Returning
2023-11-23,South,Product_26,Groceries,3,377.3,0.1,1018.71,194.52,New
2023-11-24,Central,Product_11,Groceries,4,242.71,0.05,922.31,229.12,New
2023-11-24,South,Product_42,Home Decor,4,371.88,0.0,1487.53,146.41,Returning
2023-11-24,West,Product_37,Groceries,1,237.23,0.1,213.51,32.01,Returning
2023-11-24,Central,Product_32,Groceries,3,309.95,0.0,929.86,183.82,Returning
2023-11-24,North,Product_24,Home Decor,3,59.1,0.0,177.29,19.25,New
2023-11-24,North,Product_18,Electronics,1,10.59,0.0,10.59,2.46,Returning
2023-11-24,Central,Product_7,Groceries,4,403.8,0.15,1372.91,70.04,Returning
2023-11-24,North,Product_25,Clothing,4,409.44,0.15,1392.1,131.85,Returning
2023-11-24,North,Product_39,Clothing,1,61.83,0.0,61.83,13.24,New
2023-11-24,West,Product_35,Electronics,4,242.91,0.0,971.62,181.77,Returning
2023-11-24,South,Product_19,Electronics,4,360.96,0.05,1371.65,157.02,Returning
2023-11-24,East,Product_41,Home Decor,2,152.53,0.0,305.07,49.87,Returning
2023-11-24,Central,Product_25,Beauty,2,411.45,0.0,822.91,101.84,Returning
2023-11-24,West,Product_29,Home Decor,3,88.72,0.05,252.86,23.41,Returning
2023-11-24,West,Product_25,Electronics,3,450.89,0.0,1352.66,282.9,Returning
2023-11-24,West,Product_11,Clothing,2,390.57,0.0,781.15,117.06,Returning
2023-11-24,West,Product_1,Beauty,2,462.48,0.0,924.95,86.65,Returning
2023-11-24,Central,Product_45,Clothing,4,307.25,0.05,1167.53,62.74,Returning
2023-11-24,East,Product_1,Groceries,1,120.1,0.0,120.1,9.06,New
2023-11-24,Central,Product_29,Groceries,2,132.11,0.0,264.23,29.14,Returning
2023-11-24,East,Product_35,Clothing,1,305.19,0.0,305.19,65.31,Returning
2023-11-24,North,Product_17,Electronics,4,285.62,0.1,1028.24,79.97,New
2023-11-24,East,Product_11,Electronics,1,80.89,0.0,80.89,16.13,New
2023-11-24,East,Product_33,Home Decor,3,391.43,0.0,1174.29,141.68,Returning
2023-11-24,South,Product_43,Clothing,2,314.65,0.1,566.37,48.78,Returning
2023-11-24,West,Product_40,Clothing,2,306.89,0.0,613.77,113.74,Returning
2023-11-24,Central,Product_2,Electronics,1,79.33,0.0,79.33,14.7,Returning
2023-11-24,East,Product_26,Electronics,3,32.06,0.1,86.56,6.08,Returning
2023-11-24,Central,Product_33,Clothing,1,18.1,0.0,18.1,3.0,Returning
2023-11-24,East,Product_14,Electronics,4,54.32,0.15,184.69,12.16,New
2023-11-25,East,Product_11,Electronics,3,193.95,0.0,581.84,92.53,Returning
2023-11-25,West,Product_13,Beauty,1,285.68,0.15,242.83,55.06,Returning
2023-11-25,South,Product_40,Clothing,3,104.91,0.1,283.27,55.1,Returning
2023-11-25,North,Product_44,Beauty,4,252.36,0.0,1009.44,222.72,Returning
2023-11-25,North,Product_5,Home Decor,1,310.07,0.15,263.56,24.47,Returning
2023-11-25,South,Product_39,Electronics,4,91.43,0.0,365.72,38.85,Returning
2023-11-25,West,Product_50,Electronics,4,27.41,0.0,109.63,19.29,Returning
2023-11-25,West,Product_47,Beauty,3,70.11,0.1,189.29,20.62,Returning
2023-11-25,South,Product_20,Clothing,2,499.34,0.0,998.68,104.15,Returning
2023-11-25,South,Product_42,Electronics,3,329.25,0.0,987.74,241.48,Returning
2023-11-25,East,Product_29,Clothing,4,119.41,0.1,429.89,50.55,Returning
2023-11-25,East,Product_34,Beauty,1,308.69,0.15,262.39,55.91,Returning
2023-11-25,South,Product_22,Electronics,1,391.58,0.0,391.58,38.02,New
2023-11-25,North,Product_19,Groceries,4,47.78,0.05,181.57,34.18,Returning
2023-11-25,South,Product_44,Beauty,3,183.09,0.0,549.28,37.13,Returning
2023-11-25,South,Product_4,Electronics,1,494.98,0.0,494.98,33.04,Returning
2023-11-25,North,Product_1,Beauty,4,366.84,0.1,1320.61,249.69,New
2023-11-25,North,Product_47,Beauty,3,394.3,0.15,1005.47,114.13,New
2023-11-25,Central,Product_23,Beauty,2,99.05,0.0,198.1,15.54,Returning
2023-11-25,Central,Product_49,Beauty,1,497.24,0.0,497.24,48.66,New
2023-11-25,South,Product_2,Clothing,2,262.03,0.05,497.86,51.38,Returning
2023-11-25,South,Product_13,Electronics,3,460.24,0.1,1242.63,153.89,Returning
2023-11-25,West,Product_2,Electronics,2,433.16,0.0,866.32,107.06,Returning
2023-11-25,Central,Product_24,Groceries,1,48.79,0.0,48.79,9.48,Returning
2023-11-25,Central,Product_50,Electronics,1,340.98,0.0,340.98,20.07,Returning
2023-11-25,West,Product_11,Clothing,3,183.16,0.0,549.48,79.49,Returning
2023-11-25,West,Product_35,Beauty,3,463.44,0.05,1320.8,189.24,Returning
2023-11-25,North,Product_39,Beauty,1,493.5,0.15,419.47,41.93,Returning
2023-11-25,South,Product_33,Groceries,4,17.67,0.1,63.63,15.29,Returning
2023-11-25,East,Product_3,Groceries,4,197.03,0.0,788.14,139.44,Returning
2023-11-25,South,Product_41,Clothing,2,61.7,0.0,123.39,10.92,Returning
2023-11-25,East,Product_12,Home Decor,1,223.69,0.0,223.69,33.34,Returning
2023-11-25,West,Product_41,Groceries,1,408.72,0.1,367.85,70.98,Returning
2023-11-25,North,Product_17,Beauty,1,275.39,0.05,261.62,13.62,Returning
2023-11-25,East,Product_4,Clothing,3,453.75,0.1,1225.11,92.05,Returning
2023-11-25,North,Product_22,Beauty,4,345.27,0.1,1242.95,299.89,Returning
2023-11-25,East,Product_46,Groceries,1,166.22,0.0,166.22,39.06,Returning
2023-11-25,North,Product_23,Beauty,1,242.69,0.0,242.69,52.06,Returning
2023-11-26,West,Product_30,Electronics,2,387.92,0.05,737.05,122.06,New
2023-11-26,Central,Product_27,Clothing,3,54.29,0.0,162.88,29.19,New
2023-11-26,West,Product_18,Groceries,1,401.06,0.0,401.06,75.97,Returning
2023-11-26,East,Product_28,Clothing,1,412.94,0.1,371.65,63.26,New
2023-11-26,West,Product_1,Groceries,2,479.57,0.05,911.18,92.22,Returning
2023-11-26,East,Product_32,Home Decor,4,480.32,0.0,1921.28,371.47,New
2023-11-26,East,Product_10,Clothing,1,133.27,0.05,126.61,16.33,Returning
2023-11-26,Central,Product_21,Home Decor,3,387.18,0.0,1161.53,140.35,Returning
2023-11-26,East,Product_11,Electronics,1,188.21,0.05,178.8,26.56,New
2023-11-26,North,Product_31,Electronics,3,346.88,0.0,1040.64,60.69,New
2023-11-26,Central,Product_12,Groceries,1,278.36,0.0,278.36,19.34,Returning
2023-11-26,South,Product_28,Home Decor,2,61.0,0.1,109.8,8.57,Returning
2023-11-26,Central,Product_31,Beauty,3,351.42,0.0,1054.25,204.53,Returning
2023-11-26,Central,Product_2,Electronics,1,321.15,0.1,289.04,35.91,Returning
2023-11-26,West,Product_48,Clothing,4,395.96,0.15,1346.25,73.49,New
2023-11-26,North,Product_4,Beauty,4,390.03,0.0,1560.1,341.55,New
2023-11-26,West,Product_50,Clothing,4,455.25,0.0,1820.99,149.21,Returning
2023-11-26,North,Product_12,Home Decor,4,451.8,0.0,1807.2,424.17,Returning
2023-11-26,North,Product_3,Clothing,1,87.75,0.0,87.75,13.86,Returning
2023-11-26,South,Product_27,Home Decor,4,199.69,0.0,798.76,103.97,Returning
2023-11-26,Central,Product_25,Clothing,1,202.06,0.0,202.06,46.12,New
2023-11-26,West,Product_16,Groceries,3,83.72,0.05,238.59,51.97,Returning
2023-11-26,Central,Product_3,Groceries,3,150.3,0.0,450.9,35.26,New
2023-11-26,East,Product_15,Home Decor,1,245.24,0.0,245.24,21.1,Returning
2023-11-26,East,Product_43,Groceries,2,466.79,0.0,933.57,139.14,New
2023-11-26,East,Product_20,Groceries,4,157.48,0.0,629.93,90.66,Returning
2023-11-26,Central,Product_44,Home Decor,2,22.2,0.05,42.18,9.94,Returning
2023-11-26,Central,Product_32,Groceries,3,362.46,0.1,978.64,140.71,Returning
2023-11-26,West,Product_19,Groceries,3,89.58,0.0,268.73,29.9,Returning
2023-11-26,East,Product_5,Groceries,4,328.78,0.0,1315.11,125.9,Returning
2023-11-26,East,Product_33,Home Decor,4,33.3,0.15,113.21,7.49,Returning
2023-11-26,North,Product_28,Beauty,2,416.82,0.0,833.63,124.36,Returning
2023-11-26,East,Product_27,Beauty,2,241.23,0.0,482.46,98.14,New
2023-11-26,West,Product_24,Electronics,2,475.17,0.0,950.34,58.89,Returning
2023-11-26,South,Product_24,Groceries,2,54.7,0.0,109.4,25.46,Returning
2023-11-26,South,Product_24,Clothing,2,333.07,0.1,599.53,58.51,Returning
2023-11-26,North,Product_9,Electronics,4,79.34,0.0,317.37,57.33,New
2023-11-26,South,Product_20,Beauty,4,463.02,0.0,1852.08,324.99,New
2023-11-26,South,Product_9,Clothing,3,213.46,0.0,640.38,153.97,Returning
2023-11-26,Central,Product_32,Electronics,4,282.87,0.0,1131.46,276.98,Returning
2023-11-26,Central,Product_31,Home Decor,4,496.54,0.0,1986.16,164.58,Returning
2023-11-26,Central,Product_33,Beauty,3,90.9,0.1,245.42,47.95,Returning
2023-11-26,South,Product_40,Beauty,1,479.0,0.0,479.0,42.91,Returning
2023-11-26,West,Product_17,Groceries,3,268.52,0.0,805.56,103.18,Returning
2023-11-26,Central,Product_47,Beauty,1,335.76,0.0,335.76,59.09,New
2023-11-26,North,Product_46,Beauty,1,434.86,0.0,434.86,35.0,Returning
2023-11-26,West,Product_18,Clothing,3,337.46,0.05,961.77,76.73,Returning
2023-11-26,Central,Product_23,Groceries,4,90.06,0.15,306.21,35.86,Returning
2023-11-26,Central,Product_5,Beauty,1,233.59,0.0,233.59,43.37,Returning
2023-11-26,South,Product_18,Home Decor,1,400.37,0.05,380.35,90.18,Returning
2023-11-26,West,Product_23,Home Decor,4,426.75,0.05,1621.65,271.44,Returning
2023-11-26,West,Product_3,Groceries,3,225.53,0.0,676.6,107.66,Returning
2023-11-26,South,Product_19,Groceries,4,408.04,0.05,1550.57,120.76,Returning
2023-11-26,Central,Product_11,Electronics,1,49.4,0.15,41.99,6.83,Returning
2023-11-26,West,Product_5,Groceries,1,485.32,0.0,485.32,98.56,Returning
2023-11-26,West,Product_22,Electronics,1,459.5,0.1,413.55,65.67,Returning
2023-11-26,Central,Product_20,Beauty,2,423.08,0.0,846.16,147.57,New
2023-11-26,Central,Product_28,Home Decor,4,465.36,0.0,1861.43,291.9,Returning
2023-11-26,West,Product_7,Electronics,3,269.53,0.0,808.58,188.93,New
2023-11-26,West,Product_50,Groceries,3,103.35,0.1,279.04,41.98,Returning
2023-11-26,West,Product_11,Electronics,4,181.26,0.05,688.79,116.2,Returning
2023-11-26,West,Product_24,Electronics,4,209.74,0.0,838.97,186.23,Returning
2023-11-26,South,Product_19,Home Decor,2,427.02,0.1,768.63,132.06,Returning
2023-11-26,West,Product_8,Clothing,3,149.06,0.0,447.18,103.16,Returning
2023-11-26,South,Product_40,Electronics,1,10.89,0.0,10.89,1.79,Returning
2023-11-26,South,Product_9,Groceries,2,120.73,0.0,241.46,28.78,Returning
2023-11-26,East,Product_7,Home Decor,2,12.82,0.0,25.64,2.93,New
2023-11-27,West,Product_41,Home Decor,2,172.4,0.15,293.07,56.05,Returning
2023-11-27,West,Product_26,Electronics,2,417.78,0.05,793.78,191.46,Returning
2023-11-27,Central,Product_17,Groceries,1,173.22,0.0,173.22,12.62,New
2023-11-27,Central,Product_24,Home Decor,1,369.45,0.0,369.45,78.8,Returning
2023-11-27,Central,Product_49,Beauty,2,272.26,0.0,544.52,85.5,Returning
2023-11-27,South,Product_18,Groceries,4,370.25,0.1,1332.91,222.74,Returning
2023-11-27,West,Product_15,Home Decor,1,456.9,0.05,434.06,102.03,New
2023-11-27,Central,Product_41,Beauty,3,480.3,0.0,1440.9,233.45,New
2023-11-27,Central,Product_45,Groceries,4,189.13,0.05,718.68,157.7,Returning
2023-11-27,South,Product_9,Groceries,4,220.99,0.0,883.94,172.69,Returning
2023-11-27,West,Product_4,Groceries,3,220.69,0.0,662.07,134.55,Returning
2023-11-27,East,Product_15,Groceries,4,248.6,0.0,994.4,228.75,New
2023-11-27,North,Product_10,Home Decor,3,109.63,0.0,328.89,59.19,Returning
2023-11-27,North,Product_35,Home Decor,1,105.72,0.05,100.43,20.79,New
2023-11-27,East,Product_20,Electronics,2,289.56,0.1,521.21,113.73,New
2023-11-27,East,Product_31,Groceries,3,80.05,0.05,228.14,24.99,New
2023-11-27,North,Product_29,Electronics,3,232.74,0.05,663.32,87.01,Returning
2023-11-27,East,Product_46,Clothing,3,246.85,0.05,703.51,52.45,Returning
2023-11-27,Central,Product_14,Clothing,4,97.89,0.15,332.81,57.05,New
2023-11-27,Central,Product_14,Groceries,1,116.56,0.0,116.56,18.38,Returning
2023-11-27,East,Product_9,Beauty,1,349.55,0.05,332.07,66.19,New
2023-11-27,South,Product_40,Clothing,1,112.7,0.1,101.43,24.73,Returning
2023-11-27,Central,Product_35,Clothing,4,383.74,0.0,1534.96,245.68,Returning
2023-11-27,South,Product_11,Home Decor,2,200.63,0.0,401.27,42.95,Returning
2023-11-27,North,Product_31,Electronics,3,182.64,0.1,493.13,58.61,New
2023-11-27,North,Product_29,Home Decor,3,54.37,0.15,138.64,12.8,Returning
2023-11-27,East,Product_8,Electronics,4,331.96,0.0,1327.86,251.91,Returning
2023-11-27,Central,Product_41,Home Decor,3,59.0,0.1,159.31,27.91,Returning
2023-11-27,East,Product_13,Home Decor,2,468.53,0.1,843.35,133.39,Returning
2023-11-27,East,Product_3,Groceries,4,439.15,0.0,1756.62,409.81,Returning
2023-11-27,West,Product_3,Beauty,2,108.54,0.0,217.08,24.55,New
2023-11-27,Central,Product_16,Home Decor,3,110.22,0.15,281.07,37.55,New
2023-11-27,North,Product_1,Electronics,2,282.13,0.05,536.05,66.75,Returning
2023-11-27,Central,Product_31,Beauty,4,460.31,0.1,1657.13,300.6,New
2023-11-27,East,Product_6,Clothing,1,483.29,0.0,483.29,113.53,Returning
2023-11-27,West,Product_17,Clothing,4,81.8,0.05,310.85,61.38,New
2023-11-27,South,Product_3,Electronics,2,199.02,0.0,398.05,68.13,Returning
2023-11-27,South,Product_47,Clothing,3,389.82,0.0,1169.46,218.07,Returning
2023-11-27,West,Product_11,Home Decor,2,453.49,0.05,861.63,134.87,Returning
2023-11-27,North,Product_48,Electronics,4,281.91,0.05,1071.25,73.47,Returning
2023-11-27,South,Product_44,Clothing,3,158.98,0.1,429.23,94.46,Returning
2023-11-27,South,Product_16,Home Decor,2,250.59,0.0,501.18,61.73,Returning
2023-11-27,East,Product_16,Home Decor,2,180.41,0.0,360.82,88.82,New
2023-11-27,East,Product_18,Beauty,1,307.39,0.1,276.65,46.7,Returning
2023-11-27,East,Product_1,Groceries,4,456.27,0.0,1825.09,211.19,New
2023-11-27,Central,Product_32,Groceries,1,219.51,0.0,219.51,29.37,New
2023-11-27,North,Product_5,Electronics,3,225.8,0.1,609.66,57.82,Returning
2023-11-27,East,Product_44,Home Decor,4,492.53,0.1,1773.12,377.21,Returning
2023-11-27,North,Product_35,Home Decor,3,309.96,0.1,836.89,151.18,Returning
2023-11-27,East,Product_40,Clothing,2,16.39,0.0,32.77,6.31,New
2023-11-27,Central,Product_13,Clothing,4,25.3,0.0,101.2,16.21,New
2023-11-27,Central,Product_49,Beauty,4,343.8,0.0,1375.2,306.31,Returning
2023-11-27,Central,Product_23,Groceries,3,201.14,0.15,512.9,125.71,New
2023-11-27,East,Product_25,Beauty,2,130.0,0.0,259.99,60.05,Returning
2023-11-27,East,Product_39,Home Decor,3,446.88,0.1,1206.56,267.36,New
2023-11-27,Central,Product_48,Electronics,1,473.98,0.05,450.28,110.31,Returning
2023-11-27,East,Product_18,Clothing,2,388.11,0.1,698.6,72.43,Returning
2023-11-27,South,Product_12,Home Decor,1,59.89,0.1,53.91,4.11,New
2023-11-28,South,Product_5,Electronics,1,314.19,0.05,298.48,51.02,Returning
2023-11-28,West,Product_20,Home Decor,1,41.25,0.0,41.25,4.83,Returning
2023-11-28,South,Product_34,Beauty,4,127.15,0.05,483.16,59.36,New
2023-11-28,Central,Product_29,Beauty,2,388.54,0.0,777.07,121.42,Returning
2023-11-28,East,Product_10,Clothing,2,377.03,0.0,754.06,108.05,Returning
2023-11-28,West,Product_49,Beauty,1,93.19,0.1,83.87,14.57,New
2023-11-28,East,Product_44,Home Decor,1,66.89,0.05,63.54,11.43,New
2023-11-28,West,Product_50,Clothing,2,125.88,0.0,251.76,55.53,New
2023-11-28,East,Product_8,Groceries,1,323.07,0.05,306.91,39.65,Returning
2023-11-28,Central,Product_28,Beauty,4,68.06,0.0,272.25,65.19,Returning
2023-11-28,East,Product_24,Beauty,3,477.19,0.05,1359.99,257.19,New
2023-11-28,North,Product_27,Groceries,3,312.09,0.05,889.46,201.26,Returning
2023-11-28,North,Product_31,Beauty,4,8.31,0.0,33.25,7.61,New
2023-11-28,East,Product_38,Beauty,4,22.78,0.1,82.0,4.12,New
2023-11-28,South,Product_12,Clothing,1,322.51,0.0,322.51,29.73,Returning
2023-11-28,West,Product_15,Groceries,2,42.61,0.05,80.96,12.09,Returning
2023-11-28,South,Product_3,Beauty,1,58.66,0.0,58.66,8.04,Returning
2023-11-28,West,Product_43,Beauty,2,249.57,0.05,474.18,108.53,Returning
2023-11-28,South,Product_15,Home Decor,1,444.43,0.1,399.98,84.52,New
2023-11-28,South,Product_21,Electronics,4,71.99,0.0,287.95,15.04,Returning
2023-11-28,East,Product_26,Home Decor,1,300.98,0.0,300.98,45.02,Returning
2023-11-28,South,Product_23,Groceries,4,130.31,0.1,469.13,29.99,Returning
2023-11-28,Central,Product_8,Clothing,1,401.94,0.0,401.94,91.19,Returning
2023-11-28,South,Product_18,Clothing,2,121.95,0.1,219.51,50.76,Returning
2023-11-28,West,Product_49,Groceries,1,413.0,0.05,392.35,34.55,Returning
2023-11-28,South,Product_27,Beauty,4,146.17,0.0,584.68,53.21,New
2023-11-28,Central,Product_10,Groceries,4,307.32,0.0,1229.29,167.0,New
2023-11-28,East,Product_42,Electronics,2,105.53,0.05,200.51,27.71,Returning
2023-11-28,West,Product_37,Groceries,2,62.97,0.1,113.35,18.56,New
2023-11-28,East,Product_39,Electronics,2,33.09,0.05,62.87,10.59,Returning
2023-11-28,Central,Product_9,Groceries,1,474.13,0.0,474.13,82.67,Returning
2023-11-28,Central,Product_19,Electronics,4,221.32,0.0,885.26,205.34,Returning
2023-11-28,East,Product_15,Electronics,2,222.45,0.0,444.91,65.45,Returning
2023-11-28,Central,Product_24,Electronics,3,327.67,0.0,983.0,95.29,Returning
2023-11-28,North,Product_44,Home Decor,3,129.8,0.0,389.39,45.37,New
2023-11-29,North,Product_46,Beauty,2,255.12,0.0,510.24,108.37,Returning
2023-11-29,Central,Product_4,Groceries,4,236.65,0.0,946.61,56.35,Returning
2023-11-29,North,Product_5,Home Decor,1,249.39,0.0,249.39,34.43,Returning
2023-11-29,North,Product_31,Electronics,3,466.24,0.0,1398.72,142.53,Returning
2023-11-29,West,Product_27,Beauty,2,305.71,0.1,550.28,47.93,Returning
2023-11-29,West,Product_26,Beauty,4,204.84,0.15,696.47,154.11,Returning
2023-11-29,South,Product_32,Clothing,2,104.58,0.0,209.16,45.25,Returning
2023-11-29,North,Product_35,Home Decor,1,49.21,0.0,49.21,3.6,Returning
2023-11-29,Central,Product_22,Groceries,1,108.58,0.0,108.58,19.59,Returning
2023-11-29,Central,Product_20,Groceries,3,408.38,0.0,1225.13,263.61,Returning
2023-11-29,West,Product_30,Groceries,3,132.73,0.1,358.38,69.18,New
2023-11-29,Central,Product_39,Beauty,4,417.32,0.0,1669.26,285.21,Returning
2023-11-29,West,Product_41,Electronics,2,247.51,0.0,495.02,33.46,Returning
2023-11-29,West,Product_18,Groceries,2,158.45,0.0,316.9,18.36,Returning
2023-11-29,West,Product_46,Home Decor,4,201.18,0.0,804.71,94.24,New
2023-11-29,South,Product_46,Groceries,1,50.65,0.0,50.65,7.25,Returning
2023-11-29,South,Product_32,Beauty,1,193.24,0.05,183.58,25.04,Returning
2023-11-29,Central,Product_36,Clothing,4,165.4,0.0,661.61,125.41,Returning
2023-11-29,West,Product_50,Groceries,2,353.48,0.0,706.96,129.43,New
2023-11-29,Central,Product_15,Home Decor,1,294.56,0.0,294.56,62.23,New
2023-11-29,North,Product_45,Groceries,4,19.78,0.05,75.18,17.93,Returning
2023-11-29,Central,Product_27,Electronics,1,116.5,0.0,116.5,24.7,Returning
2023-11-29,South,Product_43,Beauty,2,386.04,0.0,772.09,61.26,Returning
2023-11-29,South,Product_45,Home Decor,1,12.46,0.0,12.46,1.92,Returning
2023-11-29,Central,Product_42,Electronics,3,428.07,0.0,1284.21,153.77,New
2023-11-29,North,Product_10,Beauty,1,373.7,0.05,355.02,44.94,Returning
2023-11-29,South,Product_45,Home Decor,3,228.75,0.1,617.63,134.33,Returning
2023-11-29,West,Product_17,Beauty,2,458.53,0.0,917.06,63.39,Returning
2023-11-29,East,Product_11,Home Decor,4,387.1,0.0,1548.38,120.48,Returning
2023-11-29,East,Product_41,Home Decor,1,91.02,0.05,86.47,12.52,Returning
2023-11-29,East,Product_36,Electronics,1,148.79,0.05,141.35,27.91,New
2023-11-29,Central,Product_19,Clothing,1,462.01,0.0,462.01,109.21,New
2023-11-29,North,Product_46,Home Decor,4,457.61,0.0,1830.45,135.44,Returning
2023-11-29,West,Product_48,Beauty,2,134.6,0.0,269.2,57.46,Returning
2023-11-29,East,Product_14,Electronics,1,272.69,0.05,259.05,59.05,New
